id,text,classification,type_of_antisemitism,image_url
1293244570067709952,Israel is a racist Apartheid with it's segregated roads.,0,,https://pbs.twimg.com/media/EfKHFM2WsAEHlAI.jpg
1276510085536153600,"Eliza loved the story and activities for Zog the Dragon. She pretended she was at dragon school at the park.  She practiced flying on the fast roundabout, slide and swings. She practiced breathing fire down the giant harmonica and jumped in her paddling pool to put the fire out!",0,,https://pbs.twimg.com/media/EbcTJOAWkAI_aPi.jpg
1293331786257309698,"Alan Zimmerman, president of Congregation Beth Israel in #Charlottesville, described that day as Nazis and white supremacists marched past their synagogue – &amp; the righteous who stood with them.",0,,https://pbs.twimg.com/media/EfLVqZcWsAImnvJ.png
1276162191188791300,"Happy, sunny fun in Red bubble today. We’ve been learning about Zog, dragons and wings this week. After looking at lots of animals and objects with wings we designed our own pair of dragon wings. We can’t wait to make them tomorrow! 🦋🦇🐝✈️",0,,https://pbs.twimg.com/media/EbXWvVUXQAAvCc8.jpg
1277758647775313921,today!! Always brings so much love and happiness to me and everyone he connects with!!,0,,https://pbs.twimg.com/media/EbuCt0kWAAc99UT.jpg
1293360721590353921,No news on THAT from the fake Jewish disguised as Zionist media?,1,3,https://pbs.twimg.com/media/EfLwuKEXsAU--EP.jpg
1293360247839641600,"""'No,' says the man in Washington, 'it belongs to the Jews.'"" ",1,0,https://pbs.twimg.com/media/EfLwQJqWsAIAGw9.jpg
1293246816998371329,Read what these #Israeli Ministers say &amp; have a good look at them. They are #Zionist #CRIMINAL #racist #colonisers occupying ILLEGAL settlements in #Palestine who do not believe in Human Rights &amp; are NOT the #ChosenPeople. In fact they are IMPOSTERS who are OPPOSITE to #TrueJews.,1,0,https://pbs.twimg.com/media/EfKJH7aXoAEngni.jpg
1293334392069394433,Global phenomena (Whiteness)  1. Supremacy  2. Legacies  3. Privileges   ( Holocaust - Zionists Fake Jewish - were reimbursed )  Africans?????????????? 400 years till date.,1,3,https://pbs.twimg.com/media/EfLYxnPXoAArsPq.jpg
1286149790510624769,Even better,0,,https://pbs.twimg.com/media/EdlSauDUEAIQrK0.jpg
1293222897599877121,"Pogrund believes that Palestinians don't have it as bad as Black South Africans did, yet virtually every single Black veteran of their struggle who's visited Israel-Palestine have come away saying Israeli Apartheid is far worse than South Africa ever was.",0,,https://pbs.twimg.com/media/EfJzW87XgAABxsP.jpg
1293291747322232834,"It's no ""coincidence"" it's the ish of a Jew Hasatan and his demons doing his evil bidding. Job 9:24 The Earth is given into the hand of the wicked: he cover the faces of THE JUDGES thereof; if not, where, and who is he? #KNOWYOURENEMY  #BROTHERHOODOFDARKNESS #SISTERHOODOFDARKNESS ",1,2,https://pbs.twimg.com/media/EfKxdelXoAItijc.jpg
1277623627337347074,"Zog.. a favourite of Amelia’s, we read together and Amelia has come up with some things about Zog 🐲",0,,https://pbs.twimg.com/media/EbsH6dsXQAoIbeS.jpg
1293215511019307009,"Delusions of grandeur and expansion. Sure. In comparison, Israel is the size of Slovenia and half desert, hardly an empire, just a part of the historic Land of Israel. The land stolen from MENA Jews alone was twice this size.",0,,https://pbs.twimg.com/media/EfJspv7UEAAfg-3.jpg
1284866321860132865,I've got Zog in storage in a cupboard. He's in a really sad shape also. Another one for the restoration list...,0,,https://pbs.twimg.com/media/EdTC-UFWAAAkzQH.jpg
1292527670765301760,Mr double faced Amhara extremist you didn't have problem when the PMO run የኔ campaign but ኬኛ the legitimate claim of Oromo ownership is አሾህ for you. To me  you are no different than Zionist who took the land of palestinian by force You are behind the call for religious war,1,0,https://pbs.twimg.com/media/Ee_7EQtUMAApHxf.jpg
1292929075263176706,"graduate Seth Uzman bizarrely stated that early-Zionist fighting troops ""maintained ties with the Nazis and in some cases carried out operations on their behalf during the Second World War."" #ConspiracyTheories ",1,0,https://pbs.twimg.com/media/EfFoJHzXoAQUE33.jpg
1293186217127763968,prob don't have it in israel,0,,https://pbs.twimg.com/media/EfJR-eJVAAAfW_I.jpg
1293283216942444544,"..music without checking the song to buy coffee, followed by the cashier telling me about a red bull offer i can redeem with my receipt. i then see the 5s @taylorswift13, followed by telling the cashier about the RB-heir news..and JEW just sang ""we're lowering the standards"" at.. ",0,,https://pbs.twimg.com/media/EfKqOKIUMAAqYbd.jpg
1277625154697396228,how to trick a monkey,0,,https://pbs.twimg.com/media/EbsJQk9X0AEDN0u.png
1293257224081612801,The lyrics 🇺🇸,0,,https://pbs.twimg.com/media/EfKSlpWXYAIp29u.jpg
1291115054348337155,Tiring...,0,,https://pbs.twimg.com/media/Eer2Sb0WkAIOltY.jpg
1293103767529889793,TheVariant: Japan arrests critics of Israel. Why isn't Dawson arrested.  Me: Huhh???,0,,https://pbs.twimg.com/media/EfIHAwfXkAIdI3t.png
1293249267361079302,It is a matter of who controls the world US lost &amp; impossible to revoke that 1.5 billion population of China synchronized &amp; under control while America is obsessed with israel All their policies to serve zionist project They lost,1,0,https://pbs.twimg.com/media/EfKLMUxXYAEwRRe.jpg
1292840650082267136,,1,0,https://pbs.twimg.com/media/EfEXKsSWoAEuefb.png
1293195401319845889,Since 1776 this Genocide is happening &amp; has NOT STOPPED YET😭. In Palestine the Zionists have been doing this for decades NO ONE has batted an eyelid to BOTH ATROCITIES. The UN-UNITED STATES of AMERICA GIVE BILLIONS to Israel from US TAX PAYERS. Do you see the LINK?SHAME ON USA🤮,1,0,https://pbs.twimg.com/media/EfJaXSsXsAErT4c.jpg
1290983719155752961,Apparently 30%+/- 😱!! That's 3 out of every 10 people you see...,0,,https://pbs.twimg.com/media/Eep-2cbXgAAOOjT.jpg
1276154029740040201,"In Cherries, our White Rose maths has been about Zog the dragon this week. Today we told subtraction stories about the dragons flying away.",0,,https://pbs.twimg.com/media/EbXPUm5WAAE7Bl4.jpg
1275832948961533953,We had a delivery today that included Zog 💙🌈,0,,https://pbs.twimg.com/media/EbSrTZ8WoAAalXB.jpg
1291801198958436352,Subbed and rated,0,,https://pbs.twimg.com/media/Ee1mV5UX0AM5VaI.jpg
1291105599405555715,No doubt....and proud of it 🤬,0,,https://pbs.twimg.com/media/EertsyEXYAEFfIm.jpg
1291083748629344256,"The issue isn't who gets there first, the issue is realizing two cars can fit through at the same time.",0,,https://pbs.twimg.com/media/EerZ0UUUwAA012P.jpg
1293289279033139205,"Haha, yes! It's always ""anti-semitism"".  #JewishPrivilege #Jews #Jewish #Jew #Antisemitism ",1,3,https://pbs.twimg.com/media/EfKvvrjWkAcokHM.jpg
1285225322183630851,"Fuck you on about, Zog I looks pretty based",1,0,https://pbs.twimg.com/media/EdYJinlWoAAErKF.jpg
1293024162538233857,It would help the price of gas... And promote sanity.... Never gonna happen 🤬,0,,https://pbs.twimg.com/media/EfG-n2_WsAEKA2A.jpg
1292255657706639361,We support the homeless poor people of the USA because the trillions of USA taxpayers dollars money are being wasted in Zionists endless useless senseless wars against Muslims countries and Muslims around the world especially in the Middle East and North Africa.,1,0,https://pbs.twimg.com/media/Ee8Dqr7XsAEFm52.jpg
1275863035157061633,The children in Reception Class are continuing their learning through the story ‘Zog’ by Julia Donaldson. Everyone has had great fun today making their very own dragon eggs!,0,,https://pbs.twimg.com/media/EbTGqlPXkAIjC17.jpg
1292422892177809410,this  criminals Kurdish gangsters in north east Syria  plotting  looting-Syrian people oil  field supported by american oil companies belong to trump regime and his sun in low the  Jewish  zionists Kurdish come from Azerbaijan  to Syria to divide Syria and establish Kurdish state,1,0,https://pbs.twimg.com/media/Ee-a6vxXsAEFcWx.jpg
1292909163996160007,why is the uglee zionist trending??,0,,https://pbs.twimg.com/media/EfFWB-qWAAAQbbH.jpg
1282332657750335490,"Thanks for following up on it MCL, ""let's run it again later"" ""oh yea absolutely"" now I can say fuck them to both 😂 #teamben ",0,,https://pbs.twimg.com/media/EcvCwPGXYAcOmh3.jpg
1292875702841245701,The American people know your enemy. The American government obeys the orders of the Zionist Jews like a puppet. The Iranian people support you #BlackLivesMatter,1,0,https://pbs.twimg.com/media/EfE3mSVXkAEdZn6.jpg
1293249834116407296,this feature sucks how do i harass zionists now,0,,https://pbs.twimg.com/media/EfKL3bXXkAM44Es.jpg
1275733250552496128,Can you make a forest princess or knight? #zog #whiterosehub #crosscurricular #getoutside #wcpsoutdoorlearning #forestschool #getcreative #makinglinks 🌸🌿🌱,0,,https://pbs.twimg.com/media/EbRQm_jXsAAe79h.jpg
1293156618763468801,"Investigate the libel blaming Israeli police exchanges for police abuse. Jews in Durham,NC were accused of being “white supremacists”,”terrorists”, “Synagogue of Satan”.A city council orchestrated a campaign to demonize,delegitimize &amp; hold Israel to a double standard.",0,,https://pbs.twimg.com/media/EfI3FvxWkAAOVNu.jpg
1292872637308436480,Medieval stargate? Or abbey ruin?,0,,https://pbs.twimg.com/media/EfE0z4JWkAkrhMn.jpg
1293219087296978944,Women for Trump makes as much sense as - Jews for Hitler - Superman for Kryptonite - Lungs for Cigarettes - Little Pigs for the Big Bad Wolf - Cockroaches for Raid - Smart for Stupid,0,,https://pbs.twimg.com/media/EfJv5zQWsAAFRm0.jpg
1292312948233379840,Gay terf who's also a Zionist. MESSY.,1,3,https://pbs.twimg.com/media/Ee83xyqXsAEoD7R.jpg
1293354724733796352,Pajeet spotted. 😂😂😂 Is slave mentality in their genes??  Sucking upto Israel a Zionist apartheid terrorist state.,1,0,https://pbs.twimg.com/media/EfLrO-BU8AAHOu3.jpg
1293184526433128458,"Symbolizing the motherlode of bad ideas from praising the murderers of Jews to spreading lies about police exchanges. This is Tlaib,Sarsour, Omar.They are the chief promulgators of Jew hate in US.Bernie’s Vichyness endangers his Jewish brethren.Toss them out permanently. #JewHate",0,,https://pbs.twimg.com/media/EfJQd2AVAAMCdIF.jpg
1292871092697206787,Thank you for your rancid race-hate against Jews. Claiming Jews buy undue influence from the Government to favour other Jews abroad is ancient antisemitism repackaged inserting 'Israel' instead of 'Jews'. You anti-Zionists are all putrid Nazi style racists.,0,,https://pbs.twimg.com/media/EfEzZ8VWoAoJtTL.jpg
1293165985516736512,"For u are all children of God through faith in Christ Jesus. And all who have been united with Christ in baptism have put on Christ, like putting on new clothes.  There is no longer Jew or Gentile, slave or free, male and female. For u are all one in Christ Jesus. Gal 3:26-28",1,2,https://pbs.twimg.com/media/EfI_m5HWAAAIPbN.jpg
1292831945232187393,She needs a,0,,https://pbs.twimg.com/media/EfEPzS_XYAAOhTu.jpg
1293173603266166784,"Not all Jewish people agree that the Mear One mural is obviously and blatantly anti-Semitic: Martin Odoni is one well-known Jewish commentator who says so quite clearly. (Which makes your reference to ""the Jews"" above somewhat awkward, to say the least).  ",0,,https://pbs.twimg.com/media/EfJGgcVXkAENtPz.jpg
1292800523083472898,"The conflict started from Yan Haoxiang, the pop star, reading one of Li Zeyan’s voice lines on a live show and commenting“this is so weird lol why would anyone like this” which Li Zeyan fans found rude and disrespectful.",0,,https://pbs.twimg.com/media/EfDzN-RU0AUzEiZ.jpg
1292846501748707328,"In 1928, the communist authorities did not allow him and his wife to attend the wedding of their son, Rabbi Menachem Mendel, to Chaya Mushka the daughter of the sixth Rebbe of Chabad. They celebrated at home with some 300 guests 5/7",0,,https://pbs.twimg.com/media/EfEdCsiXYAAu7R0.jpg
1291429394582589441,Following you here :),0,,https://pbs.twimg.com/media/EewUMBYXkAA-zxf.jpg
1292554187079745537,What's wrong in being a zionist???,0,,https://pbs.twimg.com/media/EfATLn0U8AANJql.jpg
1292212376071176193,zionist in my dm’s defending isabel washington. i’m never talking to a white twink again.,1,3,https://pbs.twimg.com/media/Ee7cTl0XYAEXQj-.jpg
1293215301299994626,is the embodiment of hatred and the suppression of freedom. They must be proud to be part of a gang of fanatic anti-Zionists and anti-Semites,0,,https://pbs.twimg.com/media/EfJsdRfXoAE-FYM.jpg
1293351002007994369,Survey: Jews attend virtual services less than Christians - Sun Sentinel,1,2,https://pbs.twimg.com/media/EfLn4eVUMAAt1zK.jpg
1279080266003292160,,0,,https://pbs.twimg.com/media/EcA0tIGXYAEWyTz.jpg
1293177323710111744,"Arabs were massacring Jews in Safed, Tiberius, Jaffa, J’salem &amp; Hebron in 1920s &amp; b4, so what’s the excuse then? It’s all verifiable. It’s not about land or construction, just the total DESTRUCTION of Jews &amp; Israel.  Btw why did Arabs invade themselves 🤔",0,,https://pbs.twimg.com/media/EfJJ6KoU4AE_nwj.jpg
1293335546295615488,akshually the man who killed 6 million Jews is better than this politician who’s tan I don’t like is quite the take,1,3,https://pbs.twimg.com/media/EfLZ0t7XYAE1bBA.jpg
1276250130111508481,,0,,https://pbs.twimg.com/media/EbYmrx7XYAcgtgX.jpg
1277677975715098624,Keep the kids occupied with our FREE activity sheets for children.  🦉For Gruffalo Lovers,0,,https://pbs.twimg.com/media/Ebs5WHQWkAAL_FH.jpg
1293222460725354504,Facebook refused to consider these Antisemitic.,0,,https://pbs.twimg.com/media/EfJy-PMXoAIazLQ.jpg
1288037387587723264,How right this is? Anyway we all have shown what we are by now. We'll unite against Satanists &amp; their gangs of Disciples of Devil,0,,https://pbs.twimg.com/media/EeAHLG5XsAA8-8o.jpg
1293250790937595904,This is what happens when you are not a Zionist in congress smh,1,0,https://pbs.twimg.com/media/EfKMvaPU0AEXJVb.jpg
1293328129277165569,🤪#History #Repeating🤪  ⚠,0,,https://pbs.twimg.com/media/EfLP7mdWkAA9FYQ.jpg
1276162384093229058,We’ve passed Dragon School today and recieved our golden stars - just like Zog! 💫 What a wonderful week. #pineconesuhps #goldenstar #zog,0,,https://pbs.twimg.com/media/EbXW6XwXsAcEjHj.jpg
1279852053536272384,"No you're good. Like I said, the friends and family thing helps a lot more than you can imagine.",0,,https://pbs.twimg.com/media/EcLymsuXYAErQUu.jpg
1292027010034933761,"same energy, especially the shorts",0,,https://pbs.twimg.com/media/Ee4zqUwWsAAtOa-.png
1291163210540650497,you shall bear no children,1,3,https://pbs.twimg.com/media/EesiGOCXsAQhI3v.jpg
1293179203874152449,"there's no heroic ending for Zionist Jews. You're an apartheid supporting shande, or you're a good Jew. I want to believe and support a just and righteous USA, but at a certain point you gotta look at the cards on the table and come to yr senses.",1,3,https://pbs.twimg.com/media/EfJLoekXsAIfKKM.png
1282164556819816448,Have you visited Sherwood Pines yet? We have been following the Zog Trail (formerly The Gruffalo Trail!) deep in the heart of Sherwood Forest!,0,,https://pbs.twimg.com/media/Ecsp3pQX0AAL7XK.jpg
1293208122178207744,How comics are tackling the last taboo: Holocaust humor -,0,,https://pbs.twimg.com/media/EfJl7ufVoAA6Zqi.jpg
1286404787009761280,It wasn't him. He's The Zog,0,,https://pbs.twimg.com/media/Edo6VavUMAA9Wei.jpg
1277091128257511426,Have you visited Sherwood Pines yet? We have been following the Zog Trail (formerly The Gruffalo Trail!) deep in the heart of Sherwood Forest!,0,,https://pbs.twimg.com/media/EbkjnPfX0AUZgIs.jpg
1292673230868709378,"I don't think your evaluation of the Hawkins campaign was fair. It's not about Howie it's about transforming the Greens around an explicitly socialist program and party structure. Red/Green revolution style. Plus his biggest competion was a Zionist Rabbi provocateur, thanks Howie",0,,https://pbs.twimg.com/media/EfB_c-rWsAAdgjH.jpg
1276200452825264128,This week Reception have been completing maths activities based on the story ‘Zog’.  The children wanted to make their own Zog masks and pretended they were at dragon school. They had flying lessons! More Gingerbread houses too!,0,,https://pbs.twimg.com/media/EbX5KYfXkAMF5OA.jpg
1293243731370549249,"Hazrat Mirza Ghulam Ahmad (as) was the Mujaddid of the 14th Hijra.  Who was informed by Allah swt as the #Promised #Messiah &amp; #mahdi of our time.  Just like the Jews at the time of their Messiah didn't believe Jesus (as), same way majority of the #Muslims haven't believe. #Islam",1,2,https://pbs.twimg.com/media/EfKGTXgWoAE2NHn.jpg
1293316262110494720,"..and JEW just sang ""THE CLOSER THAT YOU GET"" literally immediately after typing ""pro-equality"", @taylorswift13!..but..that's crazy, Taylor: the word ""lemons"" was just rapped, followed by ""tiptoes"" at literally the exact time i'm about to tweet about both..but at the exact time.. ",1,3,https://pbs.twimg.com/media/EfLIRGjUEAA9eRD.jpg
1288490279138467845,"I HAVE COME TO THE CONCLUSION THERE ARE A LOT OF ILLITERATE PEOPLE AROUND OR PERHAPS THEY ARE ALIENS! ON THIS PARTICULAR PLANET THERE IS ONLY ONE RACE, AND THAT IS CALLED THE “HUMAN RACE”. UNLESS YOU ARE FROM THE PLANET ZOG, OR SIMILAR, AND THOSE ARE INSTANTLY RECOGNISABLE BY",0,,https://pbs.twimg.com/media/EeGi2M1XkAEGVTf.jpg
1293188798478610432,"Looks like it was the anodyne opening to that tweet that was the anomaly, not the Jew hatred at the end.",0,,https://pbs.twimg.com/media/EfJUWnLVAAEiBRE.jpg
1293328992196493313,"I presented Lord Finkelstein's outrageous claims in a fair and accurate way:  Israel can't be criticized, but must be supported without a word of opposition, because Anne Frank died, no matter what it does.",0,,https://pbs.twimg.com/media/EfLT1P5WsAIyYcP.jpg
1292999262108868608,.No history of fakestinians.  Jewish history...,0,,https://pbs.twimg.com/media/EfGn9tsWoAAt-p6.jpg
1279755138484363266,just a bit of fun after yesterday's win with the CrocoGang,0,,https://pbs.twimg.com/media/EcKafuKXkAE8dKt.png
1292933331227738112,,1,0,https://pbs.twimg.com/media/EfFr_CbXsAEi_hi.png
1293342548379959296,it’s the calling him a zionist when their fav just publicly endorsed one for me.,0,,https://pbs.twimg.com/media/EfLgMSpXkAA1rce.jpg
1293346225345957889,"Dozens of secret service agents gathered to protect billionaires, politicians, global influencers &amp; diverse glitterati at the 2019 gala for the Zionist Congress... There were oligarchs from Russia, ambassadors from the Ukraine, &amp; dozens of inner circle investors.",1,0,https://pbs.twimg.com/media/EfLjiWbWsAcWdYR.jpg
1293156986624843777,Oh shit. is it twitter-randos-pretending-to-be-Black-Jews season again?,1,3,https://pbs.twimg.com/media/EfI2sX_XgAYY8GE.png
1275961182826840065,i censor you for #zog,0,,https://pbs.twimg.com/media/EbUf6ZgUEAEqYda.png
1293369478483341312,"What difference does that make now? If today is anything 2 go by irrefutable evidence indicates congress is a Knesset, no separation of dem &amp; rep or lib &amp; lab.. according 2 the Rabbi.. they're united...",1,0,https://pbs.twimg.com/media/EfL2AsNUMAU6uZ9.jpg
1293314406403760129,In the words of Jewish Zionist song writer Bob Dylan:  “How does it feel?  How does it feel to be on your own With no direction home Like a complete unknown Like a rolling stone?”,1,3,https://pbs.twimg.com/media/EfLGdtkX0AEp0mL.jpg
1292211447318142976,zionists being dragged up and down the tl,0,,https://pbs.twimg.com/media/Ee7bdkvXgAMJ38M.jpg
1279885976509308929,We had a lovely time writing our versions of Zog by Julia Donaldson last week . . .,0,,https://pbs.twimg.com/media/EcMRgRPXgAA1Y8C.jpg
1281487456148357121,Absolutely agree. Money cannot breed because it lacks fecundity.,0,,https://pbs.twimg.com/media/EcjBC9DXgAEWBju.jpg
1293176081671954432,"I get where you're coming from, I just don't think the NoI is the hill to die on. A lot of blacks were racist towards whites back than for good reason.   But NoI is something unique. I'm sure a lot of Germans didn't really like Jews, but looked at the Nazis like.",0,,https://pbs.twimg.com/media/EfJIyx1WkAAWpap.jpg
1292344506839437312,It means America occoupping by Zionists,1,0,https://pbs.twimg.com/media/Ee9UeqgXsAAQi0h.jpg
1276456485996736518,"Matilda took so long on the first one because she made sure she jumped on and off every piece of furniture, because she wanted to fly like Zog 🙈😂",0,,https://pbs.twimg.com/media/EbbiZt3UcAApRaI.jpg
1292846383070957568,is castings djinn spell on Brother Qasim !!! @_Islamicat is believe Zionicat puppet Pawris Johnson behind this !!!,0,,https://pbs.twimg.com/media/EfEc7mrWkAAh1YD.jpg
1293230229918486533,"Nonsense. Christians are safer in Syria - or were - before the genocidal regime change proxy war was launched than they are in Apartheid Israel where tens of thousands have been ethnically cleansed. As for Israel, its practices &amp; policies meet the legal definition of #Apartheid.",0,,https://pbs.twimg.com/media/EfJ5BjGWoAEk6yF.png
1280463057987284992,Lots of fun practising flying at Dragon school with Zog today. Our flying is great and we would win the gold star for roaring! ROOOAAARRR!!!⭐️⭐️,0,,https://pbs.twimg.com/media/EcUeWk5XkAEeOXh.jpg
1288860283453177856,"Since the retweet function on your Begin quote is disabled, I’ve  included a screenshot so others can retweet it.",1,3,https://pbs.twimg.com/media/EeLzmEaUcAEeZt9.jpg
1292998758612062214,.No history of fakestinians.  Jewish history...,0,,https://pbs.twimg.com/media/EfGnfwYXsAIy5GH.jpg
1293238266074808323,Talk about someone hating America and Jews. Omar is an absolute disgrace.  This is Omar’s district after she encouraged the riots. 361 businesses looted or burned in Minneapolis,0,,https://pbs.twimg.com/media/EfKBWLeUEAM7hTq.jpg
1293352602600644614,"Adolf Hitler (his father was the illegitimate child of an Zionist banker, the Rothschild and a maid mistress) financed by of course the Rothschilds to drive out his same nation the Jewish (but not the Zionist) from Germany",1,0,https://pbs.twimg.com/media/EfLpVl8WAAA0IU0.jpg
1293191131245629446,"Definitely ""doesn't-hate-Jews-just-Zionists"" amirite? ",0,,https://pbs.twimg.com/media/EfJWcOCX0AAcptW.png
1293163757523230720,"How can the United States and the Zionist regime take advantage of the explosion in the port of Beirut? 2-The Anti-resistance Economic Siege Activating the maximum pressure stages in besieging Hezbollah and its weapon, and fully tightening the siege from the sea #haqiqamedia",1,0,https://pbs.twimg.com/media/EfH5A4kXgAA7fz0.jpg
1279004204372279297,"Christian Koch, an astronaut took this photo less than 1 year ago.",0,,https://pbs.twimg.com/media/Eb_vi7sX0AATTUw.jpg
1293270513146617857,"is rife with private and public groups promoting the hate on display in #Charlottesville. No social media company is obligated to provide a haven for antisemitism, hate or violence, period. #StopHateforProfit #JewishAction",0,,https://pbs.twimg.com/media/EfKeoDwWkAUXYAd.jpg
1293254488548048897,Tell that to @SnowLover1337  So much for worshiping a dead Jew on a stick.  Why do people who follow people who claim to know a Jesus think selfish intolerance is moral?,1,2,https://pbs.twimg.com/media/EfKQGnrXYAMpQ2y.jpg
1291377014147088385,"Indictment(s) 👍 Go ahead, call me an optimist....",0,,https://pbs.twimg.com/media/EevkjP6XgAIMk4Z.jpg
1293295726299160576,"Of course, their parts are amputed due to several brutal attacks by the terrorist zionist occupation I say you remove that Animal crap stuff on your bio, you don't care about humans, you'd care about Animals #LOL",1,0,https://pbs.twimg.com/media/EfK1m4LXkAEZvVD.jpg
1290984779400216576,"Yeah, 'things' go away....not soon enough tho....",0,,https://pbs.twimg.com/media/Eep_0K7WAAABE4c.jpg
1292207774387130368,The way everybody in that zionist thread is ugly as fuck like...,1,3,https://pbs.twimg.com/media/Ee7YHywWkAI9vRM.jpg
1293239302462361608,"Anti-Zionists on Twitter: Jews don't belong in Israel, Israel doesn't deserve to exist, Zionists are ugly, Jooos...  Me:",1,3,https://pbs.twimg.com/media/EfKCSpdX0AIKnnK.jpg
1292745720886435840,Impoverished citizens appear to be looting boxes of bread to avoid starvation,0,,https://pbs.twimg.com/media/EfDBYPEXoAAJRww.jpg
1293176851997786112,"just watched you and the rabbi, good stuff 1 thing to mentioned is how they the Jews and their allies destroyed The Black Bottom Tribe of West Philly and continue to do so...take a good look at the propaganda 2020 against US Black Bottom Tribe WP",1,3,https://pbs.twimg.com/media/EfJJeUzXkAIIcMy.jpg
1275693838372388875,"Zog - Day 3 Dragon Races The dragons have many lessons. Flying is one of them. Can you count how many dragons there are, which dragons have gone and how many are left?",0,,https://pbs.twimg.com/media/EbQsnHTXYAAKAU-.png
1292944342622113793,When Noah Met Abraham - Thought ToolsLet?s become flies on the wall for what must have been one of history?s most extraordinary meetings. What did they discuss? Which man was more successful? Learn about ten actions that build one?s professionalism.,0,,https://pbs.twimg.com/media/EfF2ByBX0BIhB4O.jpg
1292872186647191553,"Pack horse bridge, Little Walsingham abbey.",0,,https://pbs.twimg.com/media/EfE0ZnUWsAEIc23.jpg
